브랜드,제품명,주요효능,연령대,평점,리뷰수,가격,전성분,제형
뉴트리코어,뉴트리코어 유기농 비타민D 1000IU 2종 중 택1 (2개월분/10개월분),피로회복,40대,4.8,13,45600,일반,일반
아임비타,아임비타 멀티비타민미네랄 구미젤리 60구미 (30일분),피로회복,40대,4.8,748,14900,일반,일반
네이처메이드,네이처메이드 비타민B12 구미(120일분),피로회복,20대,4.9,155,36000,일반,일반
네이처메이드,네이처메이드 비타민C 구미 (40일분),피로회복,60대이상,4.9,348,23600,일반,일반
로트벡쉔,로트벡쉔 이뮨샷 올인원 비타민 플러스 2병입 (2일분),피로회복,20대,4.9,339,9900,일반,일반
닥터브라이언,닥터브라이언 비타민C&D 3000 청포도맛(100구미/33일분),피로회복,40대,4.7,92,13900,일반,일반
익스트림,익스트림 멀티비타민&미네랄 700mg*60정 (2개월분),피로회복,40대,5.0,63,19200,일반,일반
익스트림,익스트림 멀티팩 올인원 포 맨*30포 (1개월분),피로회복,20대,5.0,57,39800,일반,일반
네이처메이드,네이처메이드 슈퍼 비타민 B 콤플렉스 60정 (1개월분),피로회복,50대,4.7,407,18000,일반,일반
엘레뉴,엘레뉴1 럭스 60정 (30일분),피로회복,40대,5.0,33,51500,일반,일반
닥터브라이언,닥터브라이언 피치레몬맛구미 멀티 비타민 100구미 (33일분),피로회복,20대,4.9,952,15900,일반,일반
닥터아돌,닥터아돌 판토스 멀티비타민+ 60정 (30일분),피로회복,50대,5.0,2,30510,일반,일반
뉴트리원라이프,뉴트리원라이프 올인원 종합비타민 이뮨샷 14병 (14일분),피로회복,50대,5.0,3,38000,일반,일반
GNC,GNC 멀티비타민&미네랄 60정 (2개월분),피로회복,20대,0.0,0,20800,일반,일반
아임비타,아임비타 멀티비타민 데일리 60정 (2개월분),피로회복,60대이상,4.8,592,12900,일반,일반
아임비타,아임비타 멀티비타민 데일리팩 30팩 (1개월분),피로회복,20대,4.9,34,34000,일반,일반
아임비타,아임비타 리포좀 비타민C 30정 (1개월분),피로회복,30대,4.3,19,24900,일반,일반
아임비타,아임비타 비타민B 콤플렉스 120정 (2개월분),피로회복,20대,4.9,19,29900,일반,일반
메리루스,메리루스 멀티비타민 14포 모닝/나이트 (14일분),피로회복,40대,4.9,999,24500,일반,일반
비타그란,비타그란 비타민C 팝핑스틱 샤인머스캣맛 30포 (30일분),피로회복,60대이상,4.9,19,15000,일반,일반
아임비타,아임비타 멀티비타민 글루타치온샷 1포,피로회복,60대이상,4.8,999,3500,일반,일반
비비랩,[1+1] 비비랩 멀티비타민 슈퍼샷 1개입,피로회복,40대,4.9,784,3900,일반,일반
네추럴라이즈,네추럴라이즈 비타민E & 셀레늄 90캡슐 (3개월분),피로회복,20대,4.7,14,18900,일반,일반
오로라,"오로라 리포좀 비타민C 3,000mg 액상 7포 (7일분)",피로회복,20대,5.0,8,18900,일반,일반
오로라,"오로라 리포좀 비타민C 3,000mg 분말 7포 (7일분)",피로회복,40대,4.7,15,18900,일반,일반
씨제이웰케어,CJ웰케어 멀티비타민 맥스 60정 (2개월분),피로회복,40대,5.0,3,28500,일반,일반
씨제이웰케어,CJ웰케어 비타민D 맥스 60캡슐 (2개월분),피로회복,60대이상,4.7,7,19900,일반,일반
고려은단,고려은단 멀티비타민 올인원 이지 120정 (2개월분),피로회복,50대,4.9,11,27900,일반,일반
고려은단,고려은단 메가도스 이뮨샷 15개입 (15일분),피로회복,20대,4.9,999,28900,일반,일반
이너랩,셀트리온 이너랩 상큼한 츄어블 비타민C 500 60정 (2개월분),피로회복,40대,5.0,1,10450,일반,일반
닥터린,닥터린 하이퍼셀 리포좀 비타민C 맥스 30포 (1개월분),피로회복,40대,5.0,46,21380,일반,일반
닥터린,닥터린 23종 영양성분 올인원 멀티비타민미네랄 맥스 60정 (2개월분),피로회복,50대,5.0,335,19710,일반,일반
닥터린,닥터린 비타민C1000+D1000 IU 멀티케어 90정 (3개월분),피로회복,60대이상,5.0,7,15010,일반,일반
닥터린,닥터린 초임계 비타민 K2&D3 프리미엄 30정 (1개월분),피로회복,20대,4.7,25,15900,일반,일반
닥터린,닥터린 메가 비타민D3 4000IU 120정 (4개월분),피로회복,20대,4.9,20,11300,일반,일반
닥터린,닥터린 메가 비타민B군 맥스 60정 (2개월분),피로회복,50대,4.9,50,16060,일반,일반
GNM자연의품격,GNM 올인원 뉴트리션 멀티비타민+ 30개입 (1개월분),피로회복,50대,4.9,441,33900,일반,일반
에스더포뮬러,[국민영양] 여에스더 멀티비타민 미네랄 30정 (1개월분),피로회복,20대,4.9,999,9700,일반,일반
잠백이,잠백이 리포아트 리포좀 비타민C 30포,피로회복,30대,5.0,2,52800,일반,일반
대웅제약,[활성형비타민/피로회복] 대웅제약 임팩타뮨 비타민 30정 (1개월분),피로회복,40대,4.9,16,24500,일반,일반
안국건강,안국건강 리포좀 비타민C 60정 (1개월분),피로회복,40대,5.0,3,18900,일반,일반
엘레뉴,메네비트 30정 (1개월분),피로회복,20대,5.0,28,33400,일반,일반
스파톤,스파톤 애플 4종 (7일/14일/28일/42일),피로회복,30대,4.8,223,21200,일반,일반
세노비스,세노비스 비타민D 2000IU 90정 (3개월분),피로회복,20대,4.9,86,44500,일반,일반
뉴트리코어,뉴트리코어 초임계 비타민 K2 + D3 단품/기획 (1개월분/5개월분),피로회복,50대,4.9,17,24000,일반,일반
뉴트리코어,뉴트리코어 유기농 비오틴 2종 택1 (1개월분/5개월분),피로회복,50대,4.7,49,31350,일반,일반
뉴트리코어,뉴트리코어 비타민B 컴플렉스 단품/기획 (2개월분/8개월분),피로회복,20대,4.7,47,46060,일반,일반
얼라이브,얼라이브  속편한 지속성비타민C 30정 (1개월분),피로회복,50대,2.8,4,13900,일반,일반
니아르,니아르 멀티 비타 팩 14개입 (14일분),피로회복,50대,0.0,0,19600,일반,일반
어반버스터즈,[포스파티딜세린] 반짝반짝 브레인 스틱 (14일분),피로회복,20대,4.8,760,9750,일반,일반
고려은단,고려은단 마루는 강쥐 멀티비타민 구미 60구미 (1개월분),피로회복,50대,4.9,8,12900,일반,일반
고려은단,고려은단 리포좀 비타민C 60캡슐 (2개월분),피로회복,60대이상,5.0,22,21900,일반,일반
뉴트리코어,뉴트리코어 유기농 비타민D 2000IU 2종 택 1 (2개월분/10개월분),피로회복,50대,0.0,0,64600,일반,일반
세노비스,세노비스 트리플러스 오메가3 이뮨 맨 80캡슐 트윈세트 (80일분),피로회복,30대,4.9,436,57800,일반,일반
세노비스,세노비스 트리플러스 오메가3 이뮨 우먼 80캡슐 트윈세트 (80일분),피로회복,40대,4.9,408,57800,일반,일반
세노비스,세노비스 멀티비타민미네랄 60구미 트윈세트 (4개월분),피로회복,50대,4.7,999,60000,일반,일반
메디트리,메디트리 비타민D 4000IU 아연 츄어블 90정 (3개월분),피로회복,40대,4.8,28,9700,일반,일반
뉴오리진,유한 올인원 종합비타민&이뮨 7병 (7일분),피로회복,50대,5.0,207,16900,일반,일반
로트벡쉔,로트벡쉔 이뮨샷 올인원 비타민 플러스 7개입 (7일분),피로회복,50대,4.0,6,49800,일반,일반
에스더포뮬러,[키링증정/1+1더블기획] 여에스더 멀티비타민 미네랄 파워퍼프걸 에디션 (총 2개월분),피로회복,50대,4.9,999,17800,일반,일반
에스더포뮬러,[손거울증정] 여에스더 올인원 이뮨 비타민 샷 20 파워퍼프걸 에디션 (6병입),피로회복,20대,4.9,55,17500,일반,일반
대원제약,대원제약 데일리 비타민C 1000 30정 (1개월분),피로회복,20대,5.0,8,11700,일반,일반
퍼니트,"퍼니트 칼륨 포타슘 수분 밸런스 1500 1,200mg 120정 (1개월분)",피로회복,50대,5.0,17,11900,일반,일반
센트룸,센트룸 원데이팩 우먼 2030 14팩 (14일분),피로회복,20대,4.9,621,24900,일반,일반
뉴트리코어,뉴트리코어 비타민C 60정 단품/기획 (2개월분/10개월분),피로회복,30대,5.0,2,39000,일반,일반
비타바움,비타바움 퓨어비타민C 500 (30병입) (1개월분),피로회복,30대,5.0,170,94900,일반,일반
순수식품,순수식품 종합비타민 미네랄23 90정 (3개월분),피로회복,20대,5.0,26,10500,일반,일반
순수식품,순수식품 비타민B 컴플렉스 11종기능성 90정 (3개월분),피로회복,50대,4.7,13,10500,일반,일반
바이너랩,바이너랩 부스티 아르기닌 7개입 (7일분),피로회복,50대,4.9,304,29900,일반,일반
키즈텐,키즈텐 어린이 종합비타민 미네랄 30포 (1개월분),피로회복,30대,5.0,6,20900,일반,일반
키즈텐,키즈텐 어린이 멀티비타민 미네랄 구미 60구미 (1개월분),피로회복,50대,5.0,14,25000,일반,일반
스포식스,뉴케어 스포식스 옵티멈 비타민B (900mgX30정),피로회복,30대,5.0,999,12900,일반,일반
헬퓨,헬퓨 비건 비타민D3 2000IU 60캡슐 (2개월분),피로회복,60대이상,4.9,36,17100,일반,일반
뉴칸,뉴칸 더블파워 밀크씨슬+멀티비타민 1개입 (1일분),피로회복,30대,4.9,999,3170,일반,일반
영롱,영롱 비건 베리 비타민C 30정 (1개월분),피로회복,20대,4.9,19,28000,일반,일반
영롱,영롱 멜라치온 미네랄 60정 (1개월분),피로회복,40대,5.0,16,28500,일반,일반
슬로우글로우,슬로우글로우 비타민 C&D 듀얼 구미 30구미 (1개월분),피로회복,40대,4.9,38,17900,일반,일반
하루틴,[올영단독] 하루틴 온 리포좀 비타민C 30정 (1개월분),피로회복,50대,5.0,999,12900,일반,일반
뉴트리가든,뉴트리가든 멜팅업 리포좀 비타민C 30포 (1개월분),피로회복,40대,5.0,2,14500,일반,일반
뉴트리가든,뉴트리가든 메가플러스 비오틴 10000 60정 (2개월분),피로회복,60대이상,4.9,9,13400,일반,일반
데일리,데일리X주토피아 젤리스틱 멀티비타민 & 에센셜 14포 (14일분),피로회복,40대,5.0,29,22900,일반,일반
비타바움,비타바움 퓨어비타민C 500 (7병입) (7일분) + 1병 추가 증정,피로회복,30대,5.0,170,25500,일반,일반
구트할로,구트할로 발포 비타민C 500 레몬맛 20정 1통,피로회복,40대,4.9,25,4060,일반,일반
구트할로,구트할로 발포 멀티비타민 오렌지맛 20정 1통,피로회복,50대,4.9,29,4060,일반,일반
니아르,니아르 지속성 비타민C 1000 14정 (14일분),피로회복,50대,5.0,4,29800,일반,일반
덴프스,[덴프스 X 카카오프렌즈] 멀티비타민 키즈 14포 (14일분),피로회복,60대이상,5.0,4,30000,일반,일반
콴첼,콴첼 초임계 비타민 K2+D3 30정 (1개월분),피로회복,50대,4.9,8,10900,일반,일반
데일리,(미키 키링 증정) 데일리X디즈니 구미 멀티비타민&비타민C 60구미*2박스,피로회복,20대,5.0,66,35910,일반,일반
데일리,(미니 키링 증정) 데일리X디즈니 구미 멀티비타민&비타민C 60구미*2박스,피로회복,60대이상,5.0,64,35910,일반,일반
베러유,베러유 비타민C 데일리 구강 스프레이 50ml (160회분),피로회복,30대,0.0,0,18260,일반,일반
베러유,베러유 비타민 K2 데일리 구강 스프레이 25ml (60일분),피로회복,30대,0.0,0,73900,일반,일반
베러유,베러유 비타민D3+K2 데일리 구강 스프레이 12ml (90회분),피로회복,30대,0.0,0,34200,일반,일반
베러유,베러유 비타민D+K2 키즈 데일리 구강 스프레이 15ml (100회분),피로회복,30대,5.0,2,34200,일반,일반
베러유,베러유 비타민D 인펀트 데일리 구강 스프레이 15ml (100일분),피로회복,30대,5.0,3,12940,일반,일반
베러유,베러유 비타민D 3000IU 데일리 구강 스프레이 15ml (100일분),피로회복,60대이상,5.0,1,34900,일반,일반
베러유,베러유 비타민D 주니어 데일리 구강 스프레이 15ml (100일분),피로회복,60대이상,5.0,4,26900,일반,일반
베러유,베러유 비타민D 1000IU 데일리 구강 스프레이 15ml (100일분),피로회복,20대,5.0,5,14630,일반,일반
그린스토어,그린스토어 피로컷 앤 멀티비타민 이뮨샷 7병입 (7일분),피로회복,30대,0.0,0,18900,일반,일반
도펠헤르츠,[독일1위] 도펠헤르츠 이뮨플러스 아연+셀렌+비타민C+D+K 20포 (20일분),피로회복,60대이상,5.0,161,60500,일반,일반
도펠헤르츠,[독일1위] 도펠헤르츠 멀티비타민 A-Z 30정 (1개월분),피로회복,60대이상,5.0,239,29000,일반,일반
모어네이처,모어네이처 콜레스테롤 케어 발효 홍국 60정 (2개월분),피로회복,50대,0.0,0,21300,일반,일반
닥터트루,닥터트루 프리미엄 유기농 비타민D 3000IU 60정 (2개월분),피로회복,20대,5.0,4,37100,일반,일반
닥터트루,닥터트루 프리미엄 유기농 비오틴 60정 (1개월분),피로회복,40대,5.0,4,33000,일반,일반
닥터트루,닥터트루 프리미엄 비타민B 컴플렉스 MAX 60정 (2개월분),피로회복,50대,5.0,3,37800,일반,일반
고려은단,고려은단 속편한 비타민C 1000 중성비타민C 120정 (4개월분),피로회복,40대,4.9,26,17900,일반,일반
고려은단,고려은단 메가도스B 비타민B군 60정 (2개월분),피로회복,60대이상,4.9,999,16900,일반,일반
젠제네틱스,[설인아 PICK] 젠제네틱스 비타민B 컴플렉스 다이렉트 20포 (20일분),피로회복,30대,5.0,3,32400,일반,일반
젠제네틱스,[설인아 PICK] 젠제네틱스 비타민B 컴플렉스 다이렉트 6포 데이팩 (6일분),피로회복,50대,0.0,0,13110,일반,일반
젠제네틱스,[설인아 PICK] 젠제네틱스 포타슘 칼륨525mg 다이렉트 6포 데이팩 (3일분),피로회복,30대,4.5,4,12260,일반,일반
캔틴나인,"캔틴나인 서퍼데이, 판토비90정 (1개월분/고함량 판토텐산)",피로회복,50대,4.9,113,31200,일반,일반
캔틴나인,"캔틴나인 서퍼데이, 에너지 60정 (1개월분/멀티비타민)",피로회복,40대,5.0,9,31200,일반,일반
닥터파이토,닥터파이토 비건 멀티비타민 미네랄 120정 (1개월분),피로회복,50대,5.0,45,31500,일반,일반
닥터파이토,닥터파이토 유기농 비타민 D3 60정 (2개월분),피로회복,20대,5.0,3,29700,일반,일반
안국건강,안국건강 안심 비타민C 60정 (2개월분),피로회복,50대,0.0,0,17900,일반,일반
설당프리,설당프리 데이리셋 포타슘 120정 (30일분),피로회복,20대,0.0,0,12900,일반,일반
네이처메이드,네이처메이드 비타민D3 구미 (70일분),피로회복,20대,5.0,27,28800,일반,일반
올더베러,올더베러 웰니스 루틴 1포 모음전 13종 택1,피로회복,40대,4.8,999,1500,일반,일반
비타바움,비타바움 멀티비타민 플러스 브이 컴플렉스 15 (7병입) (7일분),피로회복,40대,5.0,24,25500,일반,일반
닥터언,닥터언 비타민D 30캡슐 (1개월분) (온),피로회복,50대,5.0,18,4000,일반,일반
세비톨,세비톨 토탈케어 포뮬러 비오틴 850mg 60정 (2개월분),피로회복,50대,0.0,0,53500,일반,일반
위타민,위타민 빌베리 구미 60구미 (60일분),피로회복,30대,5.0,4,37800,일반,일반
마미앤대디,마미앤대디 비건 식물성 비타민D 2000IU 60캡슐 (2개월분),피로회복,40대,5.0,206,19900,일반,일반
마미앤대디,마미앤대디 비건 식물성 비타민D 4000IU 60캡슐 (2개월분),피로회복,30대,5.0,6,24900,일반,일반
마미앤대디,마미앤대디 키즈 비타민D 1000IU 츄어블 60캡슐,피로회복,50대,5.0,2,12900,일반,일반
세노비스,세노비스 키즈 체력튼튼 멀티비타민미네랄 90정(45일분) (온),피로회복,20대,5.0,4,40000,일반,일반
뉴트원,뉴트원 비타민D 유기농 1000IU 60정 (2개월분) (온),피로회복,60대이상,5.0,5,22800,일반,일반
젠제네틱스,[설인아 PICK] 젠제네틱스 비타민B 컴플렉스 다이렉트 2종 택 1 (6포/20포),피로회복,40대,5.0,1,13110,일반,일반
비타바움,비타바움 멀티비타민 키즈 플러스 브이-컴플렉스15 (7병입) (7일분),피로회복,50대,5.0,18,25500,일반,일반
